0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
86,94,61,2,72,3,63,80,58,44,92,61,10,53,14,38,20,9,30,67,85,81,43,81,66,45,92,3,12,49,32,70,95,75,71,37,96,73,58,50,73,88,11,84,82,21,15,16,36,89,97,13,91,90,57,73,1,39,11,89,65,4,40,31,42,16,46,95,12,90,53,5,85,35,43,21,5,98,17,35,17,75,52,47,29,23,19,21,21,70,70,82,39,96,69,33,76,62,17,26
54,35,86,47,66,94,90,58,7,21,38,37,40,29,67,59,31,36,23,90,17,98,87,28,46,90,1,75,92,57,80,49,21,37,89,31,53,43,42,9,5,4,82,81,12,35,75,4,75,42,50,97,82,40,54,82,37,59,83,63,41,16,15,23,97,96,69,2,47,52,50,92,50,75,11,28,85,28,96,32,42,15,44,10,34,66,19,64,61,74,27,69,32,64,50,74,42,8,67,70
9,65,65,15,86,45,42,83,0,45,59,52,65,68,42,71,2,96,2,31,64,79,77,28,6,51,54,83,56,97,87,60,56,44,93,68,57,13,36,77,77,7,1,86,0,91,1,73,57,39,98,64,74,17,59,20,7,11,27,95,57,24,50,69,77,99,88,92,60,96,3,12,25,47,43,42,26,27,92,89,36,52,42,52,8,55,31,3,87,94,83,80,21,9,73,60,40,66,67,28
30,32,36,76,77,99,83,9,83,15,36,42,98,28,56,75,61,10,48,0,32,33,32,38,4,45,50,52,82,11,67,3,52,83,12,14,99,23,26,7,93,28,80,37,87,71,88,92,51,21,34,46,5,6,38,33,31,92,49,9,98,96,53,26,86,14,2,57,69,71,66,15,40,96,61,56,68,90,25,17,37,20,2,69,34,21,69,98,80,3,67,0,60,40,43,82,83,6,1,84
0,59,3,23,57,81,66,79,23,73,91,87,73,25,84,63,12,75,28,89,88,52,96,13,55,25,99,2,16,32,39,85,2,18,3,86,24,57,44,85,78,81,19,9,70,19,36,43,25,68,54,95,25,24,14,44,4,15,26,72,35,12,93,20,64,86,89,92,47,69,93,8,34,2,47,55,95,48,27,69,78,80,24,39,55,46,56,87,77,48,9,20,95,20,88,84,74,40,61,39
32,47,42,67,14,89,98,55,69,90,80,87,42,80,56,5,53,62,54,36,68,69,26,87,44,91,52,13,29,95,87,77,20,96,7,38,35,66,42,61,75,56,16,87,71,27,34,54,41,28,23,80,76,11,96,3,43,26,24,21,88,21,57,63,78,87,36,97,10,4,20,91,87,55,63,26,56,84,10,6,76,40,69,81,98,52,84,58,8,64,64,87,89,5,41,48,51,21,85,33
71,25,67,64,59,77,86,7,44,68,28,50,62,64,16,63,98,87,37,95,33,56,35,63,84,98,49,46,51,74,59,63,33,68,51,95,40,3,79,37,35,0,4,13,80,58,84,93,37,78,78,85,37,34,54,5,81,48,87,67,98,23,24,6,92,44,58,66,39,52,25,22,17,13,43,24,84,83,6,94,99,21,49,22,58,22,78,97,38,77,35,36,72,11,20,83,20,68,69,65
14,67,29,4,54,42,82,96,63,56,62,23,93,44,3,69,57,79,78,42,35,90,34,56,20,17,60,23,47,30,27,76,31,77,4,24,5,19,85,83,11,69,35,3,73,41,40,22,54,67,59,42,42,91,27,33,87,44,99,97,6,0,62,33,74,83,42,76,29,8,15,24,8,85,49,80,69,15,15,68,96,22,24,43,71,46,29,19,16,52,77,44,17,91,79,43,52,6,30,15
26,40,75,6,35,37,3,86,85,42,22,47,23,79,15,31,15,43,78,46,80,20,35,13,82,4,99,86,36,97,24,48,30,72,63,75,70,41,44,64,46,29,84,95,41,22,38,89,48,9,69,20,42,68,85,33,86,98,88,63,21,60,29,90,36,46,91,9,35,61,91,91,12,98,49,0,82,18,62,88,30,2,55,13,38,47,30,69,55,32,50,69,26,68,69,36,18,27,61,77
83,92,13,45,81,69,53,6,23,88,5,40,5,29,27,58,66,80,76,80,71,14,1,36,21,36,38,95,5,14,45,94,14,46,49,86,78,75,88,45,96,41,74,56,2,96,32,3,73,70,84,10,67,51,67,1,94,53,76,67,28,59,39,69,83,61,19,29,25,17,78,67,38,64,96,40,31,89,30,85,30,41,19,66,36,12,2,73,57,28,22,57,30,49,12,39,92,7,8,31
73,50,86,44,50,98,32,72,18,0,44,76,17,80,9,9,80,30,2,42,76,10,29,99,79,35,89,9,87,75,82,3,14,43,48,46,73,28,58,98,27,66,91,76,31,10,49,36,58,40,74,16,76,55,15,75,35,30,65,85,80,68,42,88,74,44,41,4,82,81,64,12,46,97,1,97,17,6,4,36,95,84,34,47,63,91,72,1,98,6,27,90,14,18,33,79,28,18,20,66
87,63,43,49,65,3,27,61,24,34,1,60,42,23,41,52,38,55,90,53,3,20,57,0,73,10,11,52,14,82,33,99,85,22,87,72,44,90,93,75,75,87,91,66,60,25,71,60,25,39,57,27,17,69,38,7,6,71,31,59,85,85,95,1,14,24,85,53,17,52,85,37,58,74,43,61,48,46,55,59,99,89,66,8,7,9,35,60,67,77,74,34,63,2,0,50,44,63,9,65
78,9,47,85,45,87,97,70,76,86,2,25,78,64,63,33,73,23,3,96,74,16,71,87,64,19,90,34,59,34,92,90,88,21,62,10,96,87,20,80,26,78,70,38,65,80,88,72,36,19,91,46,71,73,53,2,41,22,25,70,62,4,62,64,46,54,66,83,13,70,21,57,31,91,50,45,17,98,27,55,97,63,57,57,75,81,43,82,4,58,77,17,42,94,22,63,56,81,15,79
94,51,54,24,89,64,18,86,15,41,86,79,86,0,30,93,31,82,34,41,52,90,22,63,95,73,59,67,41,10,94,47,16,3,99,30,73,17,20,39,66,59,88,90,77,41,67,87,66,41,96,88,68,21,60,99,33,84,76,60,94,79,83,80,79,75,15,19,76,51,75,19,8,99,86,21,47,29,28,81,45,90,40,39,20,98,51,85,92,46,88,61,77,93,81,60,62,32,63,70
43,24,43,37,67,91,16,30,70,63,59,68,77,9,47,10,87,90,87,77,59,95,65,25,55,92,84,46,54,86,13,94,43,46,80,95,75,64,86,2,2,4,93,76,76,51,57,31,24,89,18,16,65,50,68,13,70,18,68,62,39,35,40,84,22,22,10,43,21,30,16,96,74,90,9,68,85,55,25,41,94,8,52,51,7,28,46,6,95,26,5,70,36,98,98,84,79,22,30,23
39,26,49,33,47,65,69,9,20,30,97,55,75,40,76,0,21,9,55,11,66,32,56,92,75,50,51,88,73,29,59,24,53,80,16,13,23,12,57,66,40,39,41,52,89,32,80,24,36,8,88,19,22,61,54,54,13,98,9,73,9,88,39,67,35,86,44,46,79,2,45,18,65,94,42,84,31,7,62,2,74,22,15,43,96,92,33,2,44,15,1,70,89,82,86,98,40,13,25,66
36,10,65,88,39,90,71,76,58,77,71,22,67,53,38,71,71,81,80,65,88,46,36,10,94,57,12,29,66,98,84,78,67,48,94,70,3,78,59,87,59,57,6,91,97,67,33,42,38,12,95,95,9,78,86,0,26,97,26,35,77,96,96,88,38,71,49,74,55,23,65,57,78,95,53,40,79,57,63,7,58,88,61,95,51,50,79,58,39,61,49,67,96,65,99,83,77,9,5,51
79,60,92,3,84,89,59,49,42,7,67,55,31,93,86,64,62,54,97,45,52,46,87,56,74,9,59,46,43,19,80,7,43,60,45,4,43,30,64,44,47,49,60,7,93,45,81,90,23,52,54,37,29,0,83,66,83,60,58,12,89,35,4,14,72,75,88,71,13,65,49,52,88,31,69,23,6,51,54,44,27,47,74,82,14,71,88,8,56,84,60,55,1,1,9,61,50,29,20,38
93,45,58,54,5,58,22,69,87,47,72,40,50,10,79,57,5,24,28,85,22,47,16,4,18,2,78,57,95,85,54,35,18,70,77,33,49,99,55,81,1,84,21,9,29,74,15,24,78,2,78,97,91,28,55,18,66,99,45,9,92,72,66,61,42,65,62,21,55,36,0,64,6,40,77,81,35,79,4,48,68,32,36,17,27,9,64,10,83,50,52,19,49,30,21,39,40,10,10,5
36,94,24,53,80,35,91,79,7,69,67,18,26,76,80,51,11,88,62,69,84,93,14,3,36,25,28,88,91,0,73,38,12,44,99,20,36,72,89,94,70,11,45,65,91,56,20,69,94,35,36,1,33,73,70,75,53,84,31,5,64,31,27,53,15,84,72,16,30,88,60,42,51,18,13,35,50,33,15,52,76,3,30,34,10,30,49,30,75,43,58,72,56,63,86,51,98,99,28,93
20,88,42,28,25,5,2,92,39,22,24,67,85,47,50,49,68,91,1,49,9,75,36,14,6,92,44,19,48,27,49,98,66,50,13,40,65,31,12,15,40,1,67,75,53,23,38,16,31,86,53,61,79,45,16,85,91,69,16,26,83,15,30,26,14,9,58,27,17,72,81,9,51,26,35,40,30,88,48,71,67,74,39,8,98,35,2,29,68,13,15,57,20,41,45,91,89,65,43,93
43,49,79,26,94,16,9,94,16,55,47,33,57,48,25,62,93,12,25,38,20,7,75,62,66,22,75,32,53,44,25,55,39,40,31,64,63,47,99,95,29,98,5,41,67,53,96,55,89,19,3,67,16,81,8,75,57,82,89,41,76,58,45,11,86,71,46,10,15,59,73,36,67,39,77,71,59,36,6,19,73,36,74,91,84,49,29,95,8,49,52,89,34,45,67,73,44,78,88,67
85,24,63,19,25,1,80,63,85,70,5,53,38,53,64,4,67,55,24,20,2,40,95,80,44,52,42,46,56,12,78,54,38,71,44,97,7,71,99,21,14,39,61,83,46,6,75,61,6,11,78,25,33,57,91,38,76,52,37,14,18,48,82,2,28,16,30,19,4,45,21,74,95,98,51,41,71,63,79,52,57,88,83,27,20,20,86,89,73,37,63,45,76,88,22,61,18,56,95,34
18,65,35,48,67,36,71,92,97,12,43,70,74,68,7,59,3,25,82,9,26,13,82,1,76,93,15,71,15,28,56,26,69,51,90,60,78,29,1,32,81,13,95,85,5,69,7,60,94,97,16,14,27,30,65,99,57,17,89,77,60,79,37,81,58,2,91,22,77,24,47,54,97,47,19,17,28,7,36,2,29,39,29,88,4,98,70,36,7,97,48,40,4,81,40,5,37,91,3,97
7,21,88,42,95,46,81,35,91,2,94,1,20,28,18,23,69,57,43,56,68,60,97,42,51,40,13,15,62,17,80,60,12,75,76,77,49,40,27,98,14,16,35,86,5,86,91,20,77,33,33,68,89,23,34,5,50,48,9,77,32,2,22,22,85,25,65,92,91,32,58,65,79,82,95,66,39,64,2,78,99,1,3,97,67,93,21,34,95,43,68,68,73,37,34,81,90,99,40,2
88,71,12,5,0,98,2,86,98,43,5,27,36,58,73,45,74,25,91,88,16,36,20,13,26,93,87,87,28,5,71,18,45,97,42,39,97,91,85,72,18,13,57,61,59,63,63,67,85,60,62,58,23,23,75,80,54,43,75,8,0,20,73,9,46,92,77,36,46,67,97,64,41,2,76,52,93,20,43,98,86,90,3,13,3,29,31,31,42,79,71,32,33,67,54,98,97,46,69,73
81,32,56,37,14,20,75,78,4,9,75,60,95,53,96,4,22,88,71,18,33,97,90,44,57,73,18,14,10,84,98,21,26,71,87,70,91,56,96,62,64,0,91,91,60,62,95,23,15,57,53,52,78,9,56,21,71,75,42,40,29,15,99,95,39,31,81,25,92,88,66,43,99,65,3,10,40,65,69,45,3,53,87,85,9,75,88,37,53,80,90,18,31,28,38,73,93,85,0,93
96,72,45,95,39,20,46,62,76,51,64,19,70,31,61,48,55,67,28,45,12,26,96,47,30,61,70,57,34,47,74,20,84,33,90,29,43,35,8,58,37,67,43,72,95,94,65,13,3,9,83,86,50,17,59,84,21,25,31,77,91,2,2,93,55,81,65,83,35,78,59,54,41,70,20,8,48,43,5,1,61,51,87,83,41,85,14,73,93,40,53,45,83,26,92,19,31,11,71,13
32,35,75,37,60,77,23,86,51,66,50,58,47,54,62,31,13,96,24,64,5,6,45,11,63,12,48,1,94,58,87,84,68,15,63,37,42,78,76,26,62,53,66,67,2,65,23,36,29,92,77,37,22,8,48,88,41,77,49,63,92,60,90,91,73,49,86,86,73,70,17,77,47,13,78,65,73,85,44,97,76,16,7,75,19,51,42,91,61,3,81,58,40,9,8,88,47,67,56,25
4,95,20,97,95,40,61,64,25,8,39,47,9,47,56,35,0,45,5,43,71,44,56,35,61,38,3,59,78,49,95,46,62,77,57,49,38,1,17,67,24,87,65,27,64,60,40,21,97,38,69,53,43,81,76,99,87,97,83,11,76,57,87,68,66,3,10,47,10,52,87,61,24,34,88,28,14,17,38,14,76,56,86,97,60,45,43,22,14,5,41,58,16,82,61,70,10,81,5,39
77,32,69,61,51,65,93,44,97,43,15,95,1,32,6,62,37,24,62,88,24,66,7,86,61,34,9,48,16,42,19,59,69,71,95,64,64,60,39,14,75,4,38,92,85,19,20,52,62,72,19,96,61,39,2,28,47,95,27,27,87,37,48,15,63,71,38,46,61,72,86,44,8,88,38,52,80,87,2,64,27,21,5,2,65,87,84,98,38,68,85,18,25,16,1,75,35,82,84,90
51,18,29,99,26,40,22,24,26,60,12,59,32,48,34,57,27,59,74,47,34,51,61,99,85,28,79,1,80,11,25,44,20,61,74,19,94,31,39,59,89,22,75,84,70,63,69,9,67,10,45,66,94,39,30,55,70,16,35,40,68,44,21,63,82,73,62,32,49,21,4,7,60,86,29,99,15,34,66,85,43,72,83,53,10,43,54,52,17,12,70,76,96,18,30,17,88,70,28,19
